_io,pos_x,pos_y,pos_z,frame_number
<_io.BytesIO object at 0x00000194F3036DB0>,0.38304853439331055,0.017856549471616745,0.5558247566223145,821310
<_io.BytesIO object at 0x00000194F30369A0>,0.2996414303779602,0.02317964844405651,0.5562397241592407,821310
<_io.BytesIO object at 0x00000194F30366D0>,0.20792460441589355,0.02814902924001217,0.5547506809234619,821310
<_io.BytesIO object at 0x00000194F3070540>,0.38304853439331055,0.017856549471616745,0.5558247566223145,821310
<_io.BytesIO object at 0x00000194F2EC4810>,0.2996414303779602,0.02317964844405651,0.5562397241592407,821310
<_io.BytesIO object at 0x00000194F2EC4860>,0.20792460441589355,0.02814902924001217,0.5547506809234619,821310
<_io.BytesIO object at 0x00000194F3070770>,0.38304853439331055,0.017856549471616745,0.5558247566223145,821310
<_io.BytesIO object at 0x00000194F3070D60>,0.2996414303779602,0.02317964844405651,0.5562397241592407,821310
<_io.BytesIO object at 0x00000194F3070810>,0.20792460441589355,0.02814902924001217,0.5547506809234619,821310
<_io.BytesIO object at 0x00000194F3070130>,0.38303008675575256,0.017871757969260216,0.5558207035064697,821311
<_io.BytesIO object at 0x00000194F3070040>,0.29962483048439026,0.023179402574896812,0.5562357306480408,821311
<_io.BytesIO object at 0x00000194F3070810>,0.20791268348693848,0.028142662718892097,0.5547613501548767,821311
<_io.BytesIO object at 0x00000194F30704A0>,0.38303008675575256,0.017871757969260216,0.5558207035064697,821311
<_io.BytesIO object at 0x00000194F2EC4040>,0.29962483048439026,0.023179402574896812,0.5562357306480408,821311
<_io.BytesIO object at 0x00000194F2EC4A90>,0.20791268348693848,0.028142662718892097,0.5547613501548767,821311
<_io.BytesIO object at 0x00000194F2EC4450>,0.38303008675575256,0.017871757969260216,0.5558207035064697,821311
<_io.BytesIO object at 0x00000194F2EC4590>,0.29962483048439026,0.023179402574896812,0.5562357306480408,821311
<_io.BytesIO object at 0x00000194F2EC49A0>,0.20791268348693848,0.028142662718892097,0.5547613501548767,821311
<_io.BytesIO object at 0x00000194F3070AE0>,0.3830200135707855,0.017874764278531075,0.5558173060417175,821312
<_io.BytesIO object at 0x00000194F30701D0>,0.29965493083000183,0.0232427716255188,0.5563007593154907,821312
<_io.BytesIO object at 0x00000194F30705E0>,0.20790119469165802,0.02813723497092724,0.5547590851783752,821312
<_io.BytesIO object at 0x00000194F3036DB0>,0.3830200135707855,0.017874764278531075,0.5558173060417175,821312
