_io,pos_x,pos_y,pos_z,frame_number,trial_time
<_io.BytesIO object at 0x000002B2902B63B0>,0.39923781156539917,0.11196242272853851,0.5926812887191772,699133,0.0
<_io.BytesIO object at 0x000002B2902B62C0>,0.3154483735561371,0.10555260628461838,0.5960137248039246,699133,0.0
<_io.BytesIO object at 0x000002B2902B6090>,0.2243853658437729,0.09749004989862442,0.5975431203842163,699133,0.0
<_io.BytesIO object at 0x000002B2902B6EF0>,0.399234801530838,0.1118972972035408,0.5927422046661377,699134,0.0
<_io.BytesIO object at 0x000002B2902B67C0>,0.31546175479888916,0.10548735409975052,0.5960719585418701,699134,0.0
<_io.BytesIO object at 0x000002B2902B6220>,0.22440418601036072,0.09744545817375183,0.5975853800773621,699134,0.0
<_io.BytesIO object at 0x000002B2902B6DB0>,0.3992590308189392,0.11182139068841934,0.5927689671516418,699135,0.0
<_io.BytesIO object at 0x000002B2902B6950>,0.31547030806541443,0.10543596744537354,0.596099317073822,699135,0.0
<_io.BytesIO object at 0x000002B2902B6C70>,0.22442373633384705,0.09738356620073318,0.5976254343986511,699135,0.0
<_io.BytesIO object at 0x000002B2902B6180>,0.39927399158477783,0.11173079162836075,0.5927992463111877,699136,0.0
<_io.BytesIO object at 0x000002B2902B6950>,0.315655916929245,0.10533186793327332,0.5961893200874329,699136,0.0
<_io.BytesIO object at 0x000002B2902B6770>,0.22443774342536926,0.09732501208782196,0.5976566672325134,699136,0.0
<_io.BytesIO object at 0x000002B2902B6310>,0.39935603737831116,0.11163274198770523,0.5928210020065308,699137,0.0
<_io.BytesIO object at 0x000002B2902B6810>,0.3156788647174835,0.10513780266046524,0.5962731838226318,699137,0.0
<_io.BytesIO object at 0x000002B2902B6A90>,0.22445456683635712,0.09726502746343613,0.5976862907409668,699137,0.0
<_io.BytesIO object at 0x000002B2902B6090>,0.39935141801834106,0.11153053492307663,0.5928970575332642,699138,0.0
<_io.BytesIO object at 0x000002B2902B69A0>,0.3156871497631073,0.10505843162536621,0.5963193774223328,699138,0.0
<_io.BytesIO object at 0x000002B2902B6A40>,0.22446675598621368,0.09719685465097427,0.5977190732955933,699138,0.0
<_io.BytesIO object at 0x000002B2902B6630>,0.39949551224708557,0.111386239528656,0.59297114610672,699139,0.0
<_io.BytesIO object at 0x000002B2902B69A0>,0.3157069981098175,0.10499513149261475,0.5963370203971863,699139,0.0
<_io.BytesIO object at 0x000002B2902B6180>,0.224506676197052,0.09712440520524979,0.5977514982223511,699139,0.0
<_io.BytesIO object at 0x000002B2902B6400>,0.39952147006988525,0.11130896955728531,0.5929999947547913,699140,0.0
<_io.BytesIO object at 0x000002B2902B6180>,0.31572285294532776,0.10494154691696167,0.5963335037231445,699140,0.0
<_io.BytesIO object at 0x000002B2902B6B80>,0.2244754284620285,0.09703696519136429,0.5977646708488464,699140,0.0
<_io.BytesIO object at 0x000002B2902B6EA0>,0.3995285630226135,0.11120489239692688,0.5929368734359741,699141,0.0
<_io.BytesIO object at 0x000002B2902B68B0>,0.31573301553726196,0.10489222407341003,0.5963402390480042,699141,0.0
<_io.BytesIO object at 0x000002B2902B6DB0>,0.22449159622192383,0.09700208902359009,0.5977770686149597,699141,0.0
<_io.BytesIO object at 0x000002B2902B6BD0>,0.39952120184898376,0.11113879084587097,0.5929765105247498,699142,0.0
