_io,pos_x,pos_y,pos_z,frame_number,trial_time
<_io.BytesIO object at 0x000002B293F7AD60>,0.3886270225048065,0.04393705725669861,0.563241720199585,698472,0.0
<_io.BytesIO object at 0x000002B293F7AEA0>,0.30466756224632263,0.04298914223909378,0.5688486695289612,698472,0.0
<_io.BytesIO object at 0x000002B2902020E0>,0.21329839527606964,0.04185353219509125,0.57261723279953,698472,0.0
<_io.BytesIO object at 0x000002B293F7AC70>,0.3888060450553894,0.044055115431547165,0.5638722777366638,698473,0.0
<_io.BytesIO object at 0x000002B290202770>,0.30495864152908325,0.043004680424928665,0.5692684650421143,698473,0.0
<_io.BytesIO object at 0x000002B2902025E0>,0.21337558329105377,0.041867125779390335,0.5727641582489014,698473,0.0
<_io.BytesIO object at 0x000002B293F7AF40>,0.388963907957077,0.04400543496012688,0.5643237233161926,698474,0.0
<_io.BytesIO object at 0x000002B290202770>,0.3050050437450409,0.04289974644780159,0.5698291063308716,698474,0.0
<_io.BytesIO object at 0x000002B290202360>,0.21346473693847656,0.04183092340826988,0.572949230670929,698474,0.0
<_io.BytesIO object at 0x000002B293F7ACC0>,0.38897329568862915,0.04382266476750374,0.5647571086883545,698475,0.0
<_io.BytesIO object at 0x000002B2902029A0>,0.30510416626930237,0.04280531033873558,0.5700500011444092,698475,0.0
<_io.BytesIO object at 0x000002B290202040>,0.21356765925884247,0.04176180809736252,0.5730704069137573,698475,0.0
<_io.BytesIO object at 0x000002B293F7A950>,0.3891494572162628,0.04347652196884155,0.565249502658844,698476,0.0
<_io.BytesIO object at 0x000002B2902029A0>,0.30518922209739685,0.042649250477552414,0.5702605843544006,698476,0.0
<_io.BytesIO object at 0x000002B2902024F0>,0.21378646790981293,0.041702814400196075,0.5731755495071411,698476,0.0
<_io.BytesIO object at 0x000002B293F7AD10>,0.3892815113067627,0.043214403092861176,0.5654428005218506,698477,0.0
<_io.BytesIO object at 0x000002B2902029A0>,0.30528759956359863,0.042482078075408936,0.5703665018081665,698477,0.0
<_io.BytesIO object at 0x000002B290202590>,0.21393758058547974,0.041589993983507156,0.573329746723175,698477,0.0
<_io.BytesIO object at 0x000002B293F7AF40>,0.3893812596797943,0.043036360293626785,0.5654840469360352,698478,0.0
<_io.BytesIO object at 0x000002B290202270>,0.30538609623908997,0.042356230318546295,0.5704115629196167,698478,0.0
<_io.BytesIO object at 0x000002B290202220>,0.21409308910369873,0.04148844629526138,0.5733919739723206,698478,0.0
<_io.BytesIO object at 0x000002B293F7AEF0>,0.3894718289375305,0.042896512895822525,0.5654458403587341,698479,0.0
<_io.BytesIO object at 0x000002B290202950>,0.3054785430431366,0.0422782339155674,0.5703511834144592,698479,0.0
<_io.BytesIO object at 0x000002B2902026D0>,0.21422620117664337,0.041380107402801514,0.5733619332313538,698479,0.0
<_io.BytesIO object at 0x000002B293F7AC20>,0.3895058333873749,0.042774513363838196,0.5653073787689209,698480,0.0
<_io.BytesIO object at 0x000002B290202400>,0.3055485785007477,0.04223434627056122,0.5702754259109497,698480,0.0
<_io.BytesIO object at 0x000002B2902021D0>,0.21437086164951324,0.04132220521569252,0.5733308792114258,698480,0.0
