_io,pos_x,pos_y,pos_z,frame_number
<_io.BytesIO object at 0x000001AFEE899E50>,0.38680756092071533,0.02678391896188259,0.5583128929138184,779102
<_io.BytesIO object at 0x000001AFEE8ED090>,0.3028579354286194,0.023852169513702393,0.5592021346092224,779102
<_io.BytesIO object at 0x000001AFEE8ED270>,0.21142224967479706,0.02056060917675495,0.5581105947494507,779102
<_io.BytesIO object at 0x000001AFEE899E50>,0.3867015838623047,0.025206265971064568,0.5590992569923401,779103
<_io.BytesIO object at 0x000001AFEE8ED680>,0.30300435423851013,0.022715341299772263,0.5600624680519104,779103
<_io.BytesIO object at 0x000001AFEE8ED540>,0.21147802472114563,0.019863175228238106,0.5585142970085144,779103
<_io.BytesIO object at 0x000001AFEE899E50>,0.38681480288505554,0.02375803329050541,0.5599481463432312,779104
<_io.BytesIO object at 0x000001AFEE8ED0E0>,0.302834153175354,0.021482039242982864,0.5605102181434631,779104
<_io.BytesIO object at 0x000001AFEE8ED040>,0.2111840844154358,0.01908872462809086,0.558766782283783,779104
<_io.BytesIO object at 0x000001AFEE899C20>,0.3867822289466858,0.022989913821220398,0.5598130226135254,779105
<_io.BytesIO object at 0x000001AFEE8EDA40>,0.3028337061405182,0.021012121811509132,0.5603222250938416,779105
<_io.BytesIO object at 0x000001AFEE8ED810>,0.21126511693000793,0.018561996519565582,0.5587080717086792,779105
<_io.BytesIO object at 0x000001AFEE899F40>,0.3863770365715027,0.02253110148012638,0.5593439936637878,779106
<_io.BytesIO object at 0x000001AFEE8ED5E0>,0.3028041422367096,0.020687604323029518,0.5601949095726013,779106
<_io.BytesIO object at 0x000001AFEE8ED2C0>,0.2112226039171219,0.018412675708532333,0.5586626529693604,779106
<_io.BytesIO object at 0x000001AFEE899DB0>,0.3863132894039154,0.022470228374004364,0.5593592524528503,779107
<_io.BytesIO object at 0x000001AFEE899CC0>,0.3027701675891876,0.020640414208173752,0.560201108455658,779107
<_io.BytesIO object at 0x000001AFEE899900>,0.2112388163805008,0.018256453797221184,0.5587006211280823,779107
<_io.BytesIO object at 0x000001AFEE899F40>,0.38626453280448914,0.022440964356064796,0.5593315958976746,779108
<_io.BytesIO object at 0x000001AFEE8ED090>,0.3027310073375702,0.02058980241417885,0.5601054430007935,779108
<_io.BytesIO object at 0x000001AFEE8ED900>,0.21089942753314972,0.01798161491751671,0.5587881207466125,779108
<_io.BytesIO object at 0x000001AFEE899F40>,0.38617050647735596,0.022320641204714775,0.5593335628509521,779109
<_io.BytesIO object at 0x000001AFEE8EDA90>,0.3026832044124603,0.020504962652921677,0.5601040124893188,779109
<_io.BytesIO object at 0x000001AFEE8ED770>,0.21084925532341003,0.017914406955242157,0.55878084897995,779109
<_io.BytesIO object at 0x000001AFEE899E50>,0.3861021399497986,0.022229714319109917,0.5593196153640747,779110
<_io.BytesIO object at 0x000001AFEE8ED630>,0.3026140332221985,0.020426752045750618,0.5600898861885071,779110
<_io.BytesIO object at 0x000001AFEE8ED680>,0.21080626547336578,0.017840242013335228,0.5587691068649292,779110
<_io.BytesIO object at 0x000001AFEE899F40>,0.38602325320243835,0.022181490436196327,0.5593010187149048,779111
<_io.BytesIO object at 0x000001AFEE8ED040>,0.30254578590393066,0.020386330783367157,0.5600728988647461,779111
<_io.BytesIO object at 0x000001AFEE8ED130>,0.21075719594955444,0.017823373898863792,0.5587522387504578,779111
<_io.BytesIO object at 0x000001AFEE899F40>,0.3859521150588989,0.022181205451488495,0.5592722296714783,779112
<_io.BytesIO object at 0x000001AFEE8ED540>,0.3024883568286896,0.020386168733239174,0.5600476861000061,779112
<_io.BytesIO object at 0x000001AFEE8ED770>,0.21069501340389252,0.017810264602303505,0.5587349534034729,779112
<_io.BytesIO object at 0x000001AFEE899F40>,0.38590678572654724,0.022194912657141685,0.5592187643051147,779113
<_io.BytesIO object at 0x000001AFEE8ED4F0>,0.3023082911968231,0.020277103409171104,0.5600975155830383,779113
<_io.BytesIO object at 0x000001AFEE8ED8B0>,0.2106497883796692,0.017761724069714546,0.5586053133010864,779113
<_io.BytesIO object at 0x000001AFEE899F40>,0.38584285974502563,0.022192571312189102,0.55921471118927,779114
<_io.BytesIO object at 0x000001AFEE8ED6D0>,0.3022633194923401,0.02028164453804493,0.560081422328949,779114
<_io.BytesIO object at 0x000001AFEE8ED130>,0.2105596661567688,0.017819853499531746,0.5585741996765137,779114
<_io.BytesIO object at 0x000001AFEE899F40>,0.38580161333084106,0.022189319133758545,0.5591989159584045,779115
<_io.BytesIO object at 0x000001AFEE8ED180>,0.3021739721298218,0.020339956507086754,0.5600172281265259,779115
<_io.BytesIO object at 0x000001AFEE899E50>,0.21050943434238434,0.01785903610289097,0.5585395693778992,779115
<_io.BytesIO object at 0x000001AFEE899B30>,0.38576555252075195,0.022199759259819984,0.5591651201248169,779116
<_io.BytesIO object at 0x000001AFEE8ED720>,0.3021480441093445,0.020362557843327522,0.559990644454956,779116
<_io.BytesIO object at 0x000001AFEE8ED6D0>,0.21048273146152496,0.017891976982355118,0.5585097074508667,779116
<_io.BytesIO object at 0x000001AFEE899B30>,0.3857559561729431,0.022217554971575737,0.5591184496879578,779117
<_io.BytesIO object at 0x000001AFEE8ED0E0>,0.30213215947151184,0.020379429683089256,0.5599422454833984,779117
<_io.BytesIO object at 0x000001AFEE8EDA40>,0.21044860780239105,0.017918605357408524,0.5584772825241089,779117
<_io.BytesIO object at 0x000001AFEE899EA0>,0.38576433062553406,0.022238409146666527,0.5590581893920898,779118
<_io.BytesIO object at 0x000001AFEE8EDC20>,0.30212682485580444,0.02040513977408409,0.5598971247673035,779118
<_io.BytesIO object at 0x000001AFEE8ED810>,0.21044079959392548,0.017984824255108833,0.5584041476249695,779118
<_io.BytesIO object at 0x000001AFEE899B80>,0.38577893376350403,0.022248471155762672,0.5589930415153503,779119
