_io,pos_x,pos_y,pos_z,frame_number
<_io.BytesIO object at 0x000001DC13F84770>,0.3219760060310364,-0.04203595966100693,0.6687495112419128,82086
<_io.BytesIO object at 0x000001DC13F84B30>,0.2747562825679779,0.0044447919353842735,0.6557299494743347,82086
<_io.BytesIO object at 0x000001DC13F84EA0>,0.36284732818603516,-0.042657770216464996,0.6182220578193665,82086
<_io.BytesIO object at 0x000001DC13F844A0>,0.31057482957839966,0.03231354430317879,0.598121166229248,82086
<_io.BytesIO object at 0x000001DC13F84C20>,0.26561233401298523,0.010013752616941929,0.6040319800376892,82086
<_io.BytesIO object at 0x000001DC14024BD0>,0.2809312045574188,-0.00463786581531167,0.5542318820953369,82086
<_io.BytesIO object at 0x000001DC14024040>,0.3188076913356781,-0.00040571458521299064,0.5438340306282043,82086
<_io.BytesIO object at 0x000001DC140240E0>,0.3858984410762787,0.031613368541002274,0.5306033492088318,82086
<_io.BytesIO object at 0x000001DC14024D10>,0.3947409689426422,0.015107963234186172,0.5596898198127747,82086
<_io.BytesIO object at 0x000001DC14024540>,0.3841351568698883,-0.029549458995461464,0.5682681202888489,82086
<_io.BytesIO object at 0x000001DC13F84360>,0.3219795227050781,-0.04243149235844612,0.6687812209129333,82087
<_io.BytesIO object at 0x000001DC13F84310>,0.27476197481155396,0.003889425890520215,0.6556029915809631,82087
<_io.BytesIO object at 0x000001DC13F84860>,0.3629459738731384,-0.043155238032341,0.618253767490387,82087
<_io.BytesIO object at 0x000001DC13F84590>,0.3105389177799225,0.031707920134067535,0.5978675484657288,82087
<_io.BytesIO object at 0x000001DC13F84450>,0.26576223969459534,0.009300396777689457,0.6039382219314575,82087
<_io.BytesIO object at 0x000001DC14024B30>,0.280781090259552,-0.0054126097820699215,0.5541121959686279,82087
<_io.BytesIO object at 0x000001DC14024180>,0.31881406903266907,-0.0010164810810238123,0.543768048286438,82087
<_io.BytesIO object at 0x000001DC140240E0>,0.38598206639289856,0.031139133498072624,0.5303671360015869,82087
