_io,pos_x,pos_y,pos_z,frame_number,trial_time
<_io.BytesIO object at 0x0000020E030DE590>,0.3803207278251648,0.07388962060213089,0.5418100357055664,711484,0.0
<_io.BytesIO object at 0x0000020E030DE270>,0.2972750961780548,0.06523215770721436,0.5470312237739563,711484,0.0
<_io.BytesIO object at 0x0000020E030DE360>,0.20606788992881775,0.05508517846465111,0.550695538520813,711484,0.0
<_io.BytesIO object at 0x0000020E03082040>,0.3803207278251648,0.07388962060213089,0.5418100357055664,711484,0.0
<_io.BytesIO object at 0x0000020E030826D0>,0.2972750961780548,0.06523215770721436,0.5470312237739563,711484,0.0
<_io.BytesIO object at 0x0000020E03082270>,0.20606788992881775,0.05508517846465111,0.550695538520813,711484,0.0
<_io.BytesIO object at 0x0000020E03082EF0>,0.3803945481777191,0.07534243166446686,0.5409585237503052,711485,0.0
<_io.BytesIO object at 0x0000020E03082F90>,0.29730725288391113,0.06661811470985413,0.5463329553604126,711485,0.0
<_io.BytesIO object at 0x0000020E03082D10>,0.20603059232234955,0.05608222261071205,0.5502309799194336,711485,0.0
<_io.BytesIO object at 0x0000020E030368B0>,0.3803945481777191,0.07534243166446686,0.5409585237503052,711485,0.0
<_io.BytesIO object at 0x0000020E030DE4A0>,0.29730725288391113,0.06661811470985413,0.5463329553604126,711485,0.0
<_io.BytesIO object at 0x0000020E030DE180>,0.20603059232234955,0.05608222261071205,0.5502309799194336,711485,0.0
<_io.BytesIO object at 0x0000020E03082B80>,0.3801428973674774,0.07677632570266724,0.5400391817092896,711486,0.0
<_io.BytesIO object at 0x0000020E03082D10>,0.2973642349243164,0.06769803166389465,0.5455752611160278,711486,0.0
<_io.BytesIO object at 0x0000020E03082F40>,0.20616307854652405,0.05714500695466995,0.5496699810028076,711486,0.0
<_io.BytesIO object at 0x0000020E03082E50>,0.3801428973674774,0.07677632570266724,0.5400391817092896,711486,0.0
<_io.BytesIO object at 0x0000020E030DE040>,0.2973642349243164,0.06769803166389465,0.5455752611160278,711486,0.0
<_io.BytesIO object at 0x0000020E030DE6D0>,0.20616307854652405,0.05714500695466995,0.5496699810028076,711486,0.0
<_io.BytesIO object at 0x0000020E030DE9F0>,0.38024359941482544,0.07810063660144806,0.5391107797622681,711487,0.0
<_io.BytesIO object at 0x0000020E030DE6D0>,0.2970666289329529,0.06893008947372437,0.544844388961792,711487,0.0
<_io.BytesIO object at 0x0000020E030DE180>,0.20600830018520355,0.05791352689266205,0.549115002155304,711487,0.0
<_io.BytesIO object at 0x0000020E03082C70>,0.38024359941482544,0.07810063660144806,0.5391107797622681,711487,0.0
<_io.BytesIO object at 0x0000020E03082270>,0.2970666289329529,0.06893008947372437,0.544844388961792,711487,0.0
<_io.BytesIO object at 0x0000020E03082D10>,0.20600830018520355,0.05791352689266205,0.549115002155304,711487,0.0
<_io.BytesIO object at 0x0000020E03082540>,0.3800823390483856,0.07952717691659927,0.5379775762557983,711488,0.0
<_io.BytesIO object at 0x0000020E030820E0>,0.2970743775367737,0.07011791318655014,0.5439754724502563,711488,0.0
<_io.BytesIO object at 0x0000020E03082270>,0.20612753927707672,0.05889842286705971,0.5484323501586914,711488,0.0
<_io.BytesIO object at 0x0000020E03082A40>,0.3800823390483856,0.07952717691659927,0.5379775762557983,711488,0.0
<_io.BytesIO object at 0x0000020E030DE400>,0.2970743775367737,0.07011791318655014,0.5439754724502563,711488,0.0
<_io.BytesIO object at 0x0000020E030DE590>,0.20612753927707672,0.05889842286705971,0.5484323501586914,711488,0.0
<_io.BytesIO object at 0x0000020E03082CC0>,0.3799726068973541,0.08079951256513596,0.5369268655776978,711489,0.0
<_io.BytesIO object at 0x0000020E030825E0>,0.29688790440559387,0.0710049569606781,0.5431278944015503,711489,0.0
