_io,pos_x,pos_y,pos_z,frame_number,trial_time
<_io.BytesIO object at 0x0000020E03110090>,0.43983858823776245,0.11186768114566803,0.5702848434448242,713516,0.0
<_io.BytesIO object at 0x0000020E03036F40>,0.35754379630088806,0.1009211465716362,0.5820684432983398,713516,0.0
<_io.BytesIO object at 0x0000020E03036A90>,0.2673797011375427,0.08836308121681213,0.5926052331924438,713516,0.0
<_io.BytesIO object at 0x0000020E03512B80>,0.43983858823776245,0.11186768114566803,0.5702848434448242,713516,0.0
<_io.BytesIO object at 0x0000020E035124A0>,0.35754379630088806,0.1009211465716362,0.5820684432983398,713516,0.0
<_io.BytesIO object at 0x0000020E03512950>,0.2673797011375427,0.08836308121681213,0.5926052331924438,713516,0.0
<_io.BytesIO object at 0x0000020E035125E0>,0.43983858823776245,0.11186768114566803,0.5702848434448242,713516,0.0
<_io.BytesIO object at 0x0000020E03512090>,0.35754379630088806,0.1009211465716362,0.5820684432983398,713516,0.0
<_io.BytesIO object at 0x0000020E03512A40>,0.2673797011375427,0.08836308121681213,0.5926052331924438,713516,0.0
<_io.BytesIO object at 0x0000020E03036E00>,0.43983858823776245,0.11186768114566803,0.5702848434448242,713516,0.0
<_io.BytesIO object at 0x0000020E030369F0>,0.35754379630088806,0.1009211465716362,0.5820684432983398,713516,0.0
<_io.BytesIO object at 0x0000020E03036C20>,0.2673797011375427,0.08836308121681213,0.5926052331924438,713516,0.0
<_io.BytesIO object at 0x0000020E03036F90>,0.44001203775405884,0.11053811758756638,0.5712471604347229,713517,0.0
<_io.BytesIO object at 0x0000020E03036F40>,0.35754871368408203,0.0998857319355011,0.5824601054191589,713517,0.0
<_io.BytesIO object at 0x0000020E03512A90>,0.26741787791252136,0.08773624151945114,0.5927816033363342,713517,0.0
<_io.BytesIO object at 0x0000020E03512E00>,0.44001203775405884,0.11053811758756638,0.5712471604347229,713517,0.0
<_io.BytesIO object at 0x0000020E03512E50>,0.35754871368408203,0.0998857319355011,0.5824601054191589,713517,0.0
<_io.BytesIO object at 0x0000020E035125E0>,0.26741787791252136,0.08773624151945114,0.5927816033363342,713517,0.0
<_io.BytesIO object at 0x0000020E031101D0>,0.44001203775405884,0.11053811758756638,0.5712471604347229,713517,0.0
<_io.BytesIO object at 0x0000020E03110A40>,0.35754871368408203,0.0998857319355011,0.5824601054191589,713517,0.0
<_io.BytesIO object at 0x0000020E031109A0>,0.26741787791252136,0.08773624151945114,0.5927816033363342,713517,0.0
<_io.BytesIO object at 0x0000020E035120E0>,0.44001203775405884,0.11053811758756638,0.5712471604347229,713517,0.0
<_io.BytesIO object at 0x0000020E03512900>,0.35754871368408203,0.0998857319355011,0.5824601054191589,713517,0.0
<_io.BytesIO object at 0x0000020E03512220>,0.26741787791252136,0.08773624151945114,0.5927816033363342,713517,0.0
