_io,pos_x,pos_y,pos_z,frame_number,trial_time
<_io.BytesIO object at 0x0000020E030F2450>,0.4397521913051605,0.12846359610557556,0.4943740963935852,712342,0.0
<_io.BytesIO object at 0x0000020E0307C220>,0.3592790961265564,0.11465977877378464,0.5141158699989319,712342,0.0
<_io.BytesIO object at 0x0000020E0307C810>,0.27098020911216736,0.09926897287368774,0.5332661867141724,712342,0.0
<_io.BytesIO object at 0x0000020E030FB2C0>,0.4397521913051605,0.12846359610557556,0.4943740963935852,712342,0.0
<_io.BytesIO object at 0x0000020E0315B400>,0.3592790961265564,0.11465977877378464,0.5141158699989319,712342,0.0
<_io.BytesIO object at 0x0000020E0315BDB0>,0.27098020911216736,0.09926897287368774,0.5332661867141724,712342,0.0
<_io.BytesIO object at 0x0000020E030829A0>,0.4397521913051605,0.12846359610557556,0.4943740963935852,712342,0.0
<_io.BytesIO object at 0x0000020E030820E0>,0.3592790961265564,0.11465977877378464,0.5141158699989319,712342,0.0
<_io.BytesIO object at 0x0000020E03082400>,0.27098020911216736,0.09926897287368774,0.5332661867141724,712342,0.0
<_io.BytesIO object at 0x0000020E0307C130>,0.4397854208946228,0.12623295187950134,0.4960212707519531,712343,0.0
<_io.BytesIO object at 0x0000020E0307C0E0>,0.3591328263282776,0.11296934634447098,0.5152763724327087,712343,0.0
<_io.BytesIO object at 0x0000020E0307C770>,0.2708049416542053,0.09794358909130096,0.533936619758606,712343,0.0
<_io.BytesIO object at 0x0000020E030F2040>,0.4397854208946228,0.12623295187950134,0.4960212707519531,712343,0.0
<_io.BytesIO object at 0x0000020E030F22C0>,0.3591328263282776,0.11296934634447098,0.5152763724327087,712343,0.0
<_io.BytesIO object at 0x0000020E03082540>,0.2708049416542053,0.09794358909130096,0.533936619758606,712343,0.0
<_io.BytesIO object at 0x0000020E030FB2C0>,0.4397854208946228,0.12623295187950134,0.4960212707519531,712343,0.0
<_io.BytesIO object at 0x0000020E030FBCC0>,0.3591328263282776,0.11296934634447098,0.5152763724327087,712343,0.0
<_io.BytesIO object at 0x0000020E0315B590>,0.2708049416542053,0.09794358909130096,0.533936619758606,712343,0.0
<_io.BytesIO object at 0x0000020E03082BD0>,0.4398188889026642,0.12432575225830078,0.49749645590782166,712344,0.0
<_io.BytesIO object at 0x0000020E030FB540>,0.3589291572570801,0.11132252961397171,0.516338050365448,712344,0.0
<_io.BytesIO object at 0x0000020E030FB4F0>,0.2702776789665222,0.09689570963382721,0.5345654487609863,712344,0.0
<_io.BytesIO object at 0x0000020E030F2450>,0.4398188889026642,0.12432575225830078,0.49749645590782166,712344,0.0
<_io.BytesIO object at 0x0000020E030F2B30>,0.3589291572570801,0.11132252961397171,0.516338050365448,712344,0.0
<_io.BytesIO object at 0x0000020E0307CEF0>,0.2702776789665222,0.09689570963382721,0.5345654487609863,712344,0.0
<_io.BytesIO object at 0x0000020E0307C9F0>,0.4398188889026642,0.12432575225830078,0.49749645590782166,712344,0.0
<_io.BytesIO object at 0x0000020E0307CA90>,0.3589291572570801,0.11132252961397171,0.516338050365448,712344,0.0
