_io,pos_x,pos_y,pos_z,frame_number
<_io.BytesIO object at 0x000001ED50C219F0>,0.38021111488342285,0.02549268677830696,0.5490850806236267,1325139
<_io.BytesIO object at 0x000001ED50C218B0>,0.29747647047042847,0.024417167529463768,0.5593404769897461,1325139
<_io.BytesIO object at 0x000001ED50C21B80>,0.20632435381412506,0.022243957966566086,0.5690104961395264,1325139
<_io.BytesIO object at 0x000001ED50C21EA0>,0.3804021179676056,0.024287210777401924,0.5501068234443665,1325140
<_io.BytesIO object at 0x000001ED50C210E0>,0.29777729511260986,0.023338403552770615,0.5602612495422363,1325140
<_io.BytesIO object at 0x000001ED50C21B80>,0.20654296875,0.02148432843387127,0.5696181058883667,1325140
<_io.BytesIO object at 0x000001ED50C21860>,0.38032266497612,0.023281149566173553,0.5503072142601013,1325141
<_io.BytesIO object at 0x000001ED50C210E0>,0.29778963327407837,0.02251390554010868,0.5604881048202515,1325141
<_io.BytesIO object at 0x000001ED50C21EA0>,0.20664900541305542,0.021016500890254974,0.5696810483932495,1325141
<_io.BytesIO object at 0x000001ED50C21450>,0.38046374917030334,0.02312435209751129,0.5497401356697083,1325142
<_io.BytesIO object at 0x000001ED50C219F0>,0.2978447675704956,0.022223953157663345,0.5600728392601013,1325142
<_io.BytesIO object at 0x000001ED50C21A40>,0.20680569112300873,0.020706821233034134,0.5695983171463013,1325142
<_io.BytesIO object at 0x000001ED50C215E0>,0.3807031512260437,0.02301080711185932,0.5494813323020935,1325143
<_io.BytesIO object at 0x000001ED50C21D60>,0.2981257140636444,0.022030863910913467,0.5599943399429321,1325143
<_io.BytesIO object at 0x000001ED50C21950>,0.20692454278469086,0.02062496542930603,0.5696538686752319,1325143
<_io.BytesIO object at 0x000001ED50C214F0>,0.3805442750453949,0.023225439712405205,0.5496534109115601,1325144
<_io.BytesIO object at 0x000001ED50C219A0>,0.29807835817337036,0.02223345637321472,0.5600411295890808,1325144
<_io.BytesIO object at 0x000001ED50C21EA0>,0.20684154331684113,0.02045394480228424,0.5698433518409729,1325144
<_io.BytesIO object at 0x000001ED50C21220>,0.3805529475212097,0.023332614451646805,0.5497421026229858,1325145
<_io.BytesIO object at 0x000001ED50C21AE0>,0.2980744242668152,0.022270146757364273,0.5601164698600769,1325145
<_io.BytesIO object at 0x000001ED50C21A40>,0.20684699714183807,0.02040572091937065,0.5699324011802673,1325145
<_io.BytesIO object at 0x000001ED50C218B0>,0.38065415620803833,0.023306576535105705,0.5498105883598328,1325146
<_io.BytesIO object at 0x000001ED50C21360>,0.2980650067329407,0.02225496619939804,0.5601456165313721,1325146
<_io.BytesIO object at 0x000001ED50C21950>,0.20683179795742035,0.020348379388451576,0.5699531435966492,1325146
<_io.BytesIO object at 0x000001ED50C213B0>,0.3801898956298828,0.023473186418414116,0.5496988296508789,1325147
<_io.BytesIO object at 0x000001ED50C21810>,0.29786401987075806,0.022235285490751266,0.5601125359535217,1325147
<_io.BytesIO object at 0x000001ED50C21EA0>,0.2067890465259552,0.020293770357966423,0.5699425339698792,1325147
<_io.BytesIO object at 0x000001ED50C21E50>,0.3801026940345764,0.023492462933063507,0.5496393442153931,1325148
<_io.BytesIO object at 0x000001ED50C217C0>,0.29780909419059753,0.022222554311156273,0.560085117816925,1325148
<_io.BytesIO object at 0x000001ED50C21A40>,0.20673412084579468,0.020243676379323006,0.5699284076690674,1325148
<_io.BytesIO object at 0x000001ED50C21040>,0.3800698518753052,0.023449841886758804,0.5494145750999451,1325149
<_io.BytesIO object at 0x000001ED50C21590>,0.29771360754966736,0.0221200380474329,0.5600000023841858,1325149
<_io.BytesIO object at 0x000001ED50C21950>,0.2066262811422348,0.020162269473075867,0.5698753595352173,1325149
