_io,pos_x,pos_y,pos_z,frame_number
<_io.BytesIO object at 0x000001ED50C592C0>,0.3869447112083435,0.03447217494249344,0.5654749274253845,1361121
<_io.BytesIO object at 0x000001ED50C59900>,0.30369168519973755,0.029317187145352364,0.5717642903327942,1361121
<_io.BytesIO object at 0x000001ED50C59B30>,0.21228964626789093,0.02309945970773697,0.5767598152160645,1361121
<_io.BytesIO object at 0x000001ED50C59B30>,0.38690271973609924,0.03295954689383507,0.5661299824714661,1361122
<_io.BytesIO object at 0x000001ED50C59770>,0.3037045896053314,0.028312189504504204,0.5723007321357727,1361122
<_io.BytesIO object at 0x000001ED50C59680>,0.2122349590063095,0.022182708606123924,0.5771998763084412,1361122
<_io.BytesIO object at 0x000001ED50C59680>,0.3870629668235779,0.03190514072775841,0.5663129091262817,1361123
<_io.BytesIO object at 0x000001ED50C59D60>,0.30378827452659607,0.02761070430278778,0.5722578167915344,1361123
<_io.BytesIO object at 0x000001ED50C597C0>,0.21230988204479218,0.021619902923703194,0.5772959589958191,1361123
<_io.BytesIO object at 0x000001ED50C594A0>,0.3866494596004486,0.03159349784255028,0.5657491087913513,1361124
<_io.BytesIO object at 0x000001ED50C59680>,0.30353420972824097,0.027027711272239685,0.5720556974411011,1361124
<_io.BytesIO object at 0x000001ED50C59A90>,0.21215729415416718,0.02144087292253971,0.5770447254180908,1361124
<_io.BytesIO object at 0x000001ED50C59A90>,0.38674893975257874,0.031485870480537415,0.5652351975440979,1361125
<_io.BytesIO object at 0x000001ED50C599A0>,0.3035682737827301,0.026897838339209557,0.5717847943305969,1361125
<_io.BytesIO object at 0x000001ED50C59B30>,0.2121584117412567,0.02132607251405716,0.5768126249313354,1361125
<_io.BytesIO object at 0x000001ED50C59B30>,0.38679248094558716,0.031289927661418915,0.5649520754814148,1361126
<_io.BytesIO object at 0x000001ED50C596D0>,0.3035818934440613,0.02687045931816101,0.5716598033905029,1361126
<_io.BytesIO object at 0x000001ED50C594F0>,0.2121645212173462,0.02126728557050228,0.5767341256141663,1361126
<_io.BytesIO object at 0x000001ED50C597C0>,0.38675975799560547,0.03140558674931526,0.5650004744529724,1361127
<_io.BytesIO object at 0x000001ED50C59BD0>,0.30358487367630005,0.026881946250796318,0.5716570019721985,1361127
<_io.BytesIO object at 0x000001ED50C592C0>,0.21217142045497894,0.021245408803224564,0.5767213106155396,1361127
<_io.BytesIO object at 0x000001ED50C592C0>,0.3866647481918335,0.03170168772339821,0.565139889717102,1361128
<_io.BytesIO object at 0x000001ED50C59D60>,0.3035796284675598,0.026946568861603737,0.5717377066612244,1361128
<_io.BytesIO object at 0x000001ED50C59090>,0.21216633915901184,0.02124868892133236,0.576774537563324,1361128
<_io.BytesIO object at 0x000001ED50C59EF0>,0.3866932988166809,0.032036688178777695,0.5653129816055298,1361129
<_io.BytesIO object at 0x000001ED50C59E50>,0.30357930064201355,0.027041612192988396,0.5718079209327698,1361129
<_io.BytesIO object at 0x000001ED50C596D0>,0.21216794848442078,0.021281395107507706,0.5768190622329712,1361129
<_io.BytesIO object at 0x000001ED50C599A0>,0.3868243098258972,0.032317232340574265,0.565330445766449,1361130
<_io.BytesIO object at 0x000001ED50C59BD0>,0.30362552404403687,0.027221303433179855,0.5718446969985962,1361130
<_io.BytesIO object at 0x000001ED50C59090>,0.2121884971857071,0.021304473280906677,0.5768163204193115,1361130
<_io.BytesIO object at 0x000001ED50C599F0>,0.38686877489089966,0.03237764164805412,0.5652015209197998,1361131
<_io.BytesIO object at 0x000001ED50C59D10>,0.3036614954471588,0.027298027649521828,0.5717736482620239,1361131
<_io.BytesIO object at 0x000001ED50C596D0>,0.21222229301929474,0.02132764272391796,0.576774001121521,1361131
<_io.BytesIO object at 0x000001ED50C596D0>,0.38691115379333496,0.032501816749572754,0.5650954842567444,1361132
<_io.BytesIO object at 0x000001ED50C59B80>,0.3036395311355591,0.027348821982741356,0.571692705154419,1361132
<_io.BytesIO object at 0x000001ED50C59720>,0.21225672960281372,0.02132851630449295,0.5767241716384888,1361132
<_io.BytesIO object at 0x000001ED50C59540>,0.3869306743144989,0.032631829380989075,0.5649805068969727,1361133
<_io.BytesIO object at 0x000001ED50C59C70>,0.3036430776119232,0.02744232304394245,0.5716050267219543,1361133
<_io.BytesIO object at 0x000001ED50C59E50>,0.2122957706451416,0.021357905119657516,0.5766668319702148,1361133
<_io.BytesIO object at 0x000001ED50C597C0>,0.3869314193725586,0.032822951674461365,0.5647314190864563,1361134
<_io.BytesIO object at 0x000001ED50C59D10>,0.30381542444229126,0.027683479711413383,0.5714055895805359,1361134
<_io.BytesIO object at 0x000001ED50C59720>,0.2123451977968216,0.021370239555835724,0.5766010880470276,1361134
<_io.BytesIO object at 0x000001ED50C59CC0>,0.38706937432289124,0.03312413766980171,0.5644980072975159,1361135
<_io.BytesIO object at 0x000001ED50C59D60>,0.3038446307182312,0.027996914461255074,0.5711988806724548,1361135
<_io.BytesIO object at 0x000001ED50C59E50>,0.2123902589082718,0.021402446553111076,0.5765441060066223,1361135
<_io.BytesIO object at 0x000001ED50C59AE0>,0.3870978057384491,0.03336244449019432,0.5643009543418884,1361136
<_io.BytesIO object at 0x000001ED50C59A90>,0.3038792014122009,0.02813611552119255,0.571107804775238,1361136
