_io,pos_x,pos_y,pos_z,frame_number
<_io.BytesIO object at 0x0000028B2C3DF310>,0.37500301003456116,0.08043719083070755,0.38912272453308105,1241718
<_io.BytesIO object at 0x0000028B2C49EF40>,0.29757463932037354,0.06921140104532242,0.41940638422966003,1241718
<_io.BytesIO object at 0x0000028B2C49E6D0>,0.21218876540660858,0.05653175711631775,0.4503933787345886,1241718
<_io.BytesIO object at 0x0000028B2C3DF950>,0.37500301003456116,0.08043719083070755,0.38912272453308105,1241718
<_io.BytesIO object at 0x0000028B2C3DF900>,0.29757463932037354,0.06921140104532242,0.41940638422966003,1241718
<_io.BytesIO object at 0x0000028B2C3DFDB0>,0.21218876540660858,0.05653175711631775,0.4503933787345886,1241718
<_io.BytesIO object at 0x0000028B2C49E0E0>,0.37500301003456116,0.08043719083070755,0.38912272453308105,1241718
<_io.BytesIO object at 0x0000028B2C49EE00>,0.29757463932037354,0.06921140104532242,0.41940638422966003,1241718
<_io.BytesIO object at 0x0000028B2C49ED10>,0.21218876540660858,0.05653175711631775,0.4503933787345886,1241718
<_io.BytesIO object at 0x0000028B2C49E720>,0.37535932660102844,0.08076851069927216,0.38975536823272705,1241719
<_io.BytesIO object at 0x0000028B2C49E450>,0.297988623380661,0.0692858174443245,0.4197276830673218,1241719
<_io.BytesIO object at 0x0000028B2C49E540>,0.21269871294498444,0.05665317922830582,0.4507918059825897,1241719
<_io.BytesIO object at 0x0000028B2C49EF40>,0.37535932660102844,0.08076851069927216,0.38975536823272705,1241719
<_io.BytesIO object at 0x0000028B2C3DFEA0>,0.297988623380661,0.0692858174443245,0.4197276830673218,1241719
<_io.BytesIO object at 0x0000028B2C3DF900>,0.21269871294498444,0.05665317922830582,0.4507918059825897,1241719
<_io.BytesIO object at 0x0000028B2C3DF400>,0.37535932660102844,0.08076851069927216,0.38975536823272705,1241719
<_io.BytesIO object at 0x0000028B2C3DFE00>,0.297988623380661,0.0692858174443245,0.4197276830673218,1241719
<_io.BytesIO object at 0x0000028B2C3DF860>,0.21269871294498444,0.05665317922830582,0.4507918059825897,1241719
<_io.BytesIO object at 0x0000028B2C3DF310>,0.3757916986942291,0.08055280894041061,0.3903648257255554,1241720
<_io.BytesIO object at 0x0000028B2C3DF6D0>,0.2982886731624603,0.06922288984060287,0.42023804783821106,1241720
<_io.BytesIO object at 0x0000028B2C3DFE50>,0.21291840076446533,0.05653752014040947,0.4512312412261963,1241720
<_io.BytesIO object at 0x0000028B2C3DF270>,0.3757916986942291,0.08055280894041061,0.3903648257255554,1241720
<_io.BytesIO object at 0x0000028B2C49EB30>,0.2982886731624603,0.06922288984060287,0.42023804783821106,1241720
<_io.BytesIO object at 0x0000028B2C49E950>,0.21291840076446533,0.05653752014040947,0.4512312412261963,1241720
<_io.BytesIO object at 0x0000028B2C49E400>,0.3757916986942291,0.08055280894041061,0.3903648257255554,1241720
<_io.BytesIO object at 0x0000028B2C49E180>,0.2982886731624603,0.06922288984060287,0.42023804783821106,1241720
<_io.BytesIO object at 0x0000028B2C49E680>,0.21291840076446533,0.05653752014040947,0.4512312412261963,1241720
<_io.BytesIO object at 0x0000028B2C3DFBD0>,0.37627044320106506,0.0803784504532814,0.39115750789642334,1241721
<_io.BytesIO object at 0x0000028B2C3DF4F0>,0.2987842261791229,0.0693565234541893,0.42084670066833496,1241721
<_io.BytesIO object at 0x0000028B2C49EAE0>,0.21325622498989105,0.05654977262020111,0.4514116644859314,1241721
<_io.BytesIO object at 0x0000028B2C49E810>,0.37627044320106506,0.0803784504532814,0.39115750789642334,1241721
<_io.BytesIO object at 0x0000028B2C3DF590>,0.2987842261791229,0.0693565234541893,0.42084670066833496,1241721
<_io.BytesIO object at 0x0000028B2C3DFD60>,0.21325622498989105,0.05654977262020111,0.4514116644859314,1241721
<_io.BytesIO object at 0x0000028B2C49E720>,0.37627044320106506,0.0803784504532814,0.39115750789642334,1241721
<_io.BytesIO object at 0x0000028B2C49EE50>,0.2987842261791229,0.0693565234541893,0.42084670066833496,1241721
<_io.BytesIO object at 0x0000028B2C49E860>,0.21325622498989105,0.05654977262020111,0.4514116644859314,1241721
<_io.BytesIO object at 0x0000028B2C49E400>,0.37679144740104675,0.08008641749620438,0.39201849699020386,1241722
<_io.BytesIO object at 0x0000028B2C3DFF90>,0.29935500025749207,0.06895245611667633,0.4215734899044037,1241722
<_io.BytesIO object at 0x0000028B2C3DFD60>,0.21371589601039886,0.05654490739107132,0.4521034061908722,1241722
<_io.BytesIO object at 0x0000028B2C49E130>,0.37679144740104675,0.08008641749620438,0.39201849699020386,1241722
<_io.BytesIO object at 0x0000028B2C49EB30>,0.29935500025749207,0.06895245611667633,0.4215734899044037,1241722
<_io.BytesIO object at 0x0000028B2C49E860>,0.21371589601039886,0.05654490739107132,0.4521034061908722,1241722
<_io.BytesIO object at 0x0000028B2C3DFD10>,0.37679144740104675,0.08008641749620438,0.39201849699020386,1241722
<_io.BytesIO object at 0x0000028B2C3DF630>,0.29935500025749207,0.06895245611667633,0.4215734899044037,1241722
<_io.BytesIO object at 0x0000028B2C3DF9A0>,0.21371589601039886,0.05654490739107132,0.4521034061908722,1241722
<_io.BytesIO object at 0x0000028B2C3DF7C0>,0.37744757533073425,0.07996232807636261,0.3931380808353424,1241723
<_io.BytesIO object at 0x0000028B2C3DF720>,0.29981276392936707,0.06866422295570374,0.4223974049091339,1241723
<_io.BytesIO object at 0x0000028B2C3DF2C0>,0.21395212411880493,0.05625424161553383,0.45251813530921936,1241723
<_io.BytesIO object at 0x0000028B2C3DF630>,0.37744757533073425,0.07996232807636261,0.3931380808353424,1241723
<_io.BytesIO object at 0x0000028B2C49EEF0>,0.29981276392936707,0.06866422295570374,0.4223974049091339,1241723
<_io.BytesIO object at 0x0000028B2C49E8B0>,0.21395212411880493,0.05625424161553383,0.45251813530921936,1241723
<_io.BytesIO object at 0x0000028B2C49E9A0>,0.37744757533073425,0.07996232807636261,0.3931380808353424,1241723
<_io.BytesIO object at 0x0000028B2C49E1D0>,0.29981276392936707,0.06866422295570374,0.4223974049091339,1241723
<_io.BytesIO object at 0x0000028B2C49E540>,0.21395212411880493,0.05625424161553383,0.45251813530921936,1241723
<_io.BytesIO object at 0x0000028B2C49EEF0>,0.3780105710029602,0.07954302430152893,0.3940833806991577,1241724
<_io.BytesIO object at 0x0000028B2C310400>,0.3005346357822418,0.06856395304203033,0.4231570065021515,1241724
<_io.BytesIO object at 0x0000028B2C3101D0>,0.21455635130405426,0.056193094700574875,0.4530247449874878,1241724
<_io.BytesIO object at 0x0000028B2C49EA40>,0.3780105710029602,0.07954302430152893,0.3940833806991577,1241724
<_io.BytesIO object at 0x0000028B2C49E360>,0.3005346357822418,0.06856395304203033,0.4231570065021515,1241724
<_io.BytesIO object at 0x0000028B2C49EE50>,0.21455635130405426,0.056193094700574875,0.4530247449874878,1241724
<_io.BytesIO object at 0x0000028B2C3104A0>,0.3780105710029602,0.07954302430152893,0.3940833806991577,1241724
<_io.BytesIO object at 0x0000028B2C310180>,0.3005346357822418,0.06856395304203033,0.4231570065021515,1241724
<_io.BytesIO object at 0x0000028B2C310EA0>,0.21455635130405426,0.056193094700574875,0.4530247449874878,1241724
<_io.BytesIO object at 0x0000028B2C310F90>,0.37856781482696533,0.07913115620613098,0.39509013295173645,1241725
<_io.BytesIO object at 0x0000028B2C3105E0>,0.3011058270931244,0.06825563311576843,0.4239656925201416,1241725
<_io.BytesIO object at 0x0000028B2C3102C0>,0.21492433547973633,0.05590474233031273,0.4537644386291504,1241725
<_io.BytesIO object at 0x0000028B2C310400>,0.37856781482696533,0.07913115620613098,0.39509013295173645,1241725
<_io.BytesIO object at 0x0000028B2C3100E0>,0.3011058270931244,0.06825563311576843,0.4239656925201416,1241725
<_io.BytesIO object at 0x0000028B2C310090>,0.21492433547973633,0.05590474233031273,0.4537644386291504,1241725
<_io.BytesIO object at 0x0000028B2C310810>,0.37856781482696533,0.07913115620613098,0.39509013295173645,1241725
<_io.BytesIO object at 0x0000028B2C3DF680>,0.3011058270931244,0.06825563311576843,0.4239656925201416,1241725
<_io.BytesIO object at 0x0000028B2C3DF0E0>,0.21492433547973633,0.05590474233031273,0.4537644386291504,1241725
<_io.BytesIO object at 0x0000028B2C3DF180>,0.3792420029640198,0.07865263521671295,0.3962005376815796,1241726
<_io.BytesIO object at 0x0000028B2C3DF4A0>,0.3015300929546356,0.06807062029838562,0.4246729612350464,1241726
<_io.BytesIO object at 0x0000028B2C3DF2C0>,0.21557146310806274,0.055781908333301544,0.4543142318725586,1241726
<_io.BytesIO object at 0x0000028B2C3DF680>,0.3792420029640198,0.07865263521671295,0.3962005376815796,1241726
<_io.BytesIO object at 0x0000028B2C310310>,0.3015300929546356,0.06807062029838562,0.4246729612350464,1241726
<_io.BytesIO object at 0x0000028B2C310DB0>,0.21557146310806274,0.055781908333301544,0.4543142318725586,1241726
<_io.BytesIO object at 0x0000028B2C3107C0>,0.3792420029640198,0.07865263521671295,0.3962005376815796,1241726
<_io.BytesIO object at 0x0000028B2C310090>,0.3015300929546356,0.06807062029838562,0.4246729612350464,1241726
<_io.BytesIO object at 0x0000028B2C3DF450>,0.21557146310806274,0.055781908333301544,0.4543142318725586,1241726
<_io.BytesIO object at 0x0000028B2C3DF630>,0.3799152374267578,0.07819606363773346,0.3971841633319855,1241727
<_io.BytesIO object at 0x0000028B2C3DFBD0>,0.30205121636390686,0.06740366667509079,0.42569392919540405,1241727
<_io.BytesIO object at 0x0000028B2C3DFC70>,0.21599571406841278,0.055421244353055954,0.4549722969532013,1241727
