_io,pos_x,pos_y,pos_z,frame_number,trial_time
<_io.BytesIO object at 0x000002118AE45B30>,0.38534313440322876,0.0718095600605011,0.5334055423736572,643507,0.0
<_io.BytesIO object at 0x000002118AE454A0>,0.3016064167022705,0.06422258913516998,0.5352147221565247,643507,0.0
<_io.BytesIO object at 0x000002118AE45EA0>,0.21057726442813873,0.05493601784110069,0.5349962115287781,643507,0.0
<_io.BytesIO object at 0x000002118AE45CC0>,0.38530826568603516,0.07183502614498138,0.5335301160812378,643508,0.0
<_io.BytesIO object at 0x000002118AE45D60>,0.30159109830856323,0.06423088163137436,0.535318911075592,643508,0.0
<_io.BytesIO object at 0x000002118AE459A0>,0.21052058041095734,0.05502508208155632,0.5350518822669983,643508,0.0
<_io.BytesIO object at 0x000002118AE45EF0>,0.3852844536304474,0.07184174656867981,0.5337011814117432,643509,0.0
<_io.BytesIO object at 0x000002118AE45CC0>,0.30159252882003784,0.06423887610435486,0.5354097485542297,643509,0.0
<_io.BytesIO object at 0x000002118AE453B0>,0.21062858402729034,0.05509130284190178,0.5351256132125854,643509,0.0
<_io.BytesIO object at 0x000002118AE45B30>,0.3852677345275879,0.07187645882368088,0.5338720679283142,643510,0.0
<_io.BytesIO object at 0x000002118AE45130>,0.3015928864479065,0.06424059718847275,0.5355097651481628,643510,0.0
<_io.BytesIO object at 0x000002118AE45590>,0.21062052249908447,0.05510948225855827,0.5351983904838562,643510,0.0
<_io.BytesIO object at 0x000002118AE45AE0>,0.38524317741394043,0.07189112156629562,0.5340046286582947,643511,0.0
<_io.BytesIO object at 0x000002118AE45D60>,0.30166980624198914,0.06424828618764877,0.5357174277305603,643511,0.0
<_io.BytesIO object at 0x000002118AE45950>,0.21061193943023682,0.055123891681432724,0.5352500677108765,643511,0.0
<_io.BytesIO object at 0x000002118AE45DB0>,0.3852361738681793,0.0718834400177002,0.5341013669967651,643512,0.0
<_io.BytesIO object at 0x000002118AE45F90>,0.3016771674156189,0.0642840787768364,0.5358016490936279,643512,0.0
<_io.BytesIO object at 0x000002118AE45270>,0.21062037348747253,0.055107444524765015,0.5353413820266724,643512,0.0
<_io.BytesIO object at 0x000002118AE45310>,0.3852415084838867,0.07188893109560013,0.53419429063797,643513,0.0
<_io.BytesIO object at 0x000002118AE45DB0>,0.3017059862613678,0.06430172175168991,0.5359543561935425,643513,0.0
<_io.BytesIO object at 0x000002118AE45EF0>,0.21061404049396515,0.05510544031858444,0.5354142189025879,643513,0.0
